X,Y,Name,description,Sample_ID_new,DNA_ID_GenBank_NO,chemotype,lineage,Phenotype,Country,GPS_coordinates,Haplotype_number,LatDeg,LongDeg,Lat,Long,Acc_No_1,Acc_No_2
-72.2671583,6.4225639,T. vermicularis,"Sample ID new: Colombia_LagoPanuelo_469<br>DNA ID/GenBank NO: 469<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Colombia<br>GPS coordinates:  06.4225639°, -072.2671583°<br>Haplotype number: H1",Colombia_LagoPanuelo_469,469,UV-,lineage C,"cylindrical, UV-",Colombia," 06.4225639°, -072.2671583°",H1,6.4225639,-72.2671583,6.4225639,-72.2671583,,
-58.112397,-51.675389,T. vermicularis,"Sample ID new: Falklands_KentMt_558.1<br>DNA ID/GenBank NO: 558.1<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Falklands Islands<br>GPS coordinates: -51.6753890, -058.1123970<br>Haplotype number: H1",Falklands_KentMt_558.1,558.1,UV-,lineage C,"cylindrical, UV-",Falklands Islands,"-51.6753890, -058.1123970",H1,-51.675389,-58.112397,-51.675389,-58.112397,,
-58.112397,-51.675389,T. vermicularis,"Sample ID new: Falklands_KentMt_558.3<br>DNA ID/GenBank NO: 558.3<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Falklands Islands<br>GPS coordinates: -51.6753890, -058.1123970<br>Haplotype number: H1",Falklands_KentMt_558.3,558.3,UV-,lineage C,"cylindrical, UV-",Falklands Islands,"-51.6753890, -058.1123970",H1,-51.675389,-58.112397,-51.675389,-58.112397,,
56.9333333,80.6166667,T. vermicularis,"Sample ID new: Russia_FranzJosef_320<br>DNA ID/GenBank NO: 320<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Russia<br>GPS coordinates: 80.6166667°, 056.9333333°<br>Haplotype number: H1",Russia_FranzJosef_320,320,UV+,lineage C,"cylindrical, UV+",Russia,"80.6166667°, 056.9333333°",H1,80.6166667,56.9333333,80.6166667,56.9333333,KY559215,
-19.5146917,65.6847917,T. vermicularis v. subuliformis,"Sample ID new: Iceland_Skagafjardarsysla_84<br>DNA ID/GenBank NO: 84<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Iceland<br>GPS coordinates:  65.6847917°, -019.5146917°<br>Haplotype number: H1",Iceland_Skagafjardarsysla_84,84,UV+,lineage C,"cylindrical, UV+",Iceland," 65.6847917°, -019.5146917°",H1,65.6847917,-19.5146917,65.6847917,-19.5146917,KY559170,
-19.5146917,65.6847917,T. vermicularis v. subuliformis,"Sample ID new: Iceland_Skagafjardarsysla_85<br>DNA ID/GenBank NO: 85<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Iceland<br>GPS coordinates:  65.6847917°, -019.5146917°<br>Haplotype number: H1",Iceland_Skagafjardarsysla_85,85,UV+,lineage C,"cylindrical, UV+",Iceland," 65.6847917°, -019.5146917°",H1,65.6847917,-19.5146917,65.6847917,-19.5146917,KY559171,
-19.5146917,65.6847917,T. vermicularis v. subuliformis,"Sample ID new: Iceland_Skagafjardarsysla_87<br>DNA ID/GenBank NO: 87<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Iceland<br>GPS coordinates:  65.6847917°, -019.5146917°<br>Haplotype number: H1",Iceland_Skagafjardarsysla_87,87,UV+,lineage C,"cylindrical, UV+",Iceland," 65.6847917°, -019.5146917°",H1,65.6847917,-19.5146917,65.6847917,-19.5146917,KY559172,
12.7115056,63.5856194,T. vermicularis,"Sample ID new: Sweden_Jaemtlands_216.1<br>DNA ID/GenBank NO: 216.1<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Sweden<br>GPS coordinates:  63.5856194°, 012.7115056°<br>Haplotype number: H1",Sweden_Jaemtlands_216.1,216.1,UV-,lineage C,"cylindrical, UV-",Sweden," 63.5856194°, 012.7115056°",H1,63.5856194,12.7115056,63.5856194,12.7115056,KY559193,
12.7115056,63.5856194,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Jaemtlands_216.2<br>DNA ID/GenBank NO: 216.2<br>chemotype: UV+<br>lineage: lineage A<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  63.5856194°, 012.7115056°<br>Haplotype number: H9",Sweden_Jaemtlands_216.2,216.2,UV+,lineage A,"cylindrical, UV+",Sweden," 63.5856194°, 012.7115056°",H9,63.5856194,12.7115056,63.5856194,12.7115056,KY559138,
138.6256,35.8712972,T. vermicularis,"Sample ID new: Japan_Yamanashi_246.3<br>DNA ID/GenBank NO: 246.3<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Japan<br>GPS coordinates:  35.8712972°, 138.6256000°<br>Haplotype number: H1",Japan_Yamanashi_246.3,246.3,UV-,lineage C,"cylindrical, UV-",Japan," 35.8712972°, 138.6256000°",H1,35.8712972,138.6256,35.8712972,138.6256,KY559143,
48.9015,69.2645833,T. vermicularis v. subuliformis,"Sample ID new: Russia_Kolguev_315<br>DNA ID/GenBank NO: 315<br>chemotype: UV+<br>lineage: lineage A<br>Phenotype: cylindrical, UV+<br>Country: Russia<br>GPS coordinates:  69.2645833°, 048.9015000°<br>Haplotype number: H10",Russia_Kolguev_315,315,UV+,lineage A,"cylindrical, UV+",Russia," 69.2645833°, 048.9015000°",H10,69.2645833,48.9015,69.2645833,48.9015,KY559232,
48.9015,69.2645833,T. vermicularis v. subuliformis,"Sample ID new: Russia_Kolguev_316<br>DNA ID/GenBank NO: 316<br>chemotype: UV+<br>lineage: lineage A<br>Phenotype: cylindrical, UV+<br>Country: Russia<br>GPS coordinates:  69.2645833°, 048.9015000°<br>Haplotype number: H10",Russia_Kolguev_316,316,UV+,lineage A,"cylindrical, UV+",Russia," 69.2645833°, 048.9015000°",H10,69.2645833,48.9015,69.2645833,48.9015,KY559233,
86.7486111,27.9541667,T. vermicularis v. subuliformis,"Sample ID new: Nepal_Khumbu_344<br>DNA ID/GenBank NO: 344<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Nepal<br>GPS coordinates:  27.9541667°, 086.7486111°<br>Haplotype number: H3",Nepal_Khumbu_344,344,UV+,lineage C,"cylindrical, UV+",Nepal," 27.9541667°, 086.7486111°",H3,27.9541667,86.7486111,27.9541667,86.7486111,KY559116,
86.7486111,27.9541667,T. vermicularis,"Sample ID new: Nepal_Khumbu_345<br>DNA ID/GenBank NO: 345<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Nepal<br>GPS coordinates:  27.9541667°, 086.7486111°<br>Haplotype number: H1",Nepal_Khumbu_345,345,UV-,lineage C,"cylindrical, UV-",Nepal," 27.9541667°, 086.7486111°",H1,27.9541667,86.7486111,27.9541667,86.7486111,KY559117,
